address;shares;value_before;value_after;loss_previewdiff;loss_analytic
0xba3b454a0c8a645c627b78b974e9c6e18b9ae696;992256600658720397;1001320491885;428240013122;573080478763;573080478763
0x6fe7e6cb4f4568d86a1f5c7e3737d24fb286a71b;992253827133492159;1001317693025;428238816118;573078876907;573078876906
0xbf4250e7b310e2cd4c1854ae60447145a9f48806;992251017208546499;1001314857433;428237603405;573077254028;573077254027
0x3f6e473d9457452952026c6a77ea79a469d8bdd3;992249265775641463;1001313090001;428236847519;573076242482;573076242482
0x01fc87b0bbce9e591f4a0c49457b75cd9d1f56f0;992245775203679938;1001309567544;428235341051;573074226493;573074226493
0x829cecfe65bd215f15c7d57a261126913e0f8f95;992241474713372243;1001305227770;428233485037;573071742733;573071742733
0xb1658bd148f54c1e59d85f7fda511b558533b0ca;992233780680329320;1001297463455;428230164431;573067299024;573067299023
0x7be9f74e73f1d1ace72d0e234202b9d079309db3;992229695572150165;1001293341031;428228401373;573064939658;573064939658
0x5000715dc45b5581b1871c72c5aa30d8853977f7;992228564691668115;1001292199820;428227913305;573064286515;573064286515
0x237c6bd2c383bfd1b91574bf79517471a3106c9a;992221698362122914;1001285270769;428224949921;573060320848;573060320848
0xaf1176de769470ab9f9db691b0a9389a300e06ed;992216608446807080;1001280134360;428222753206;573057381154;573057381153
0x18613c7c626d793edc94f145bca9fd6ccd9566df;992209570907627073;1001273032535;428219715931;573053316604;573053316604
0x2d0af6b7e9202358ead703a35709f55eb2dd4350;992203921043753616;1001267331062;428217277552;573050053510;573050053509
0x90003304d8ebd4aad7981bcf84e76cbee5d6f393;992157468481288421;1001220454173;428197229466;573023224707;573023224707
0x79926c541d1f28f9a0abc9c84592e31743cd1997;992083009171224255;1001145314705;428165094173;572980220532;572980220531
0xac817b3c5577d104420b3fe01b4ac1b7126cb000;991968966144486876;1001030229938;428115875264;572914354674;572914354673
0x2fa70dab248f3521f2e904420acb23623b256fce;991615896088275469;1000673934719;427963496610;572710438109;572710438109
0xcc6a99b3cea642acc1907c9beb30195c3e85cc52;921490361625539466;929907829848;397698583503;532209246345;532209246344
0xf36ccab924910bfceddce38377ca9e764b86c272;738896884028600791;745646429439;318894539076;426751890363;426751890362
0x0b5f6a4c654e08a7ad6bf3a1c31aa4a135e7ae64;505123470769870574;509737583885;218002159529;291735424356;291735424356
0x7c65e372bdb53a4710b2ec0a6c5bf6950fe49bcc;496132613152976252;500664598162;214121867897;286542730265;286542730264
0x216f92ac691a73347467bd6c487f5774081fc587;495060273644714934;499582463235;213659065549;285923397686;285923397686
0xb8d61b1fe18209fe522d6c0daf0900bfd7f20f15;469276880031847614;473563548009;202531418918;271032129091;271032129091
0xef8acdceee68227988cc980a7c9216c4f328c23d;408269881669426629;411999273639;176201901168;235797372471;235797372470
0x5b8b87331e484afb35138da956aa30be26c1f22f;384988966726374229;388505696285;166154279098;222351417187;222351417187
0xdd65c5e9d1d4124a4730a9bad9ba5784f9b1d1ec;198455688735003308;200268506885;85649888034;114618618851;114618618851
0xbf37a2f4f1eafe152e8336465cfaad1fda44b588;178610294996750568;180241832932;77084974816;103156858116;103156858116
0x094da4a75c31995b325311f6986109256fb62234;100219668848046042;101135137867;43252997535;57882140332;57882140332
0x84f0cee6916d7bdceb696ff8d8dd6f1ef0d18e9f;99227853473462091;100134262632;42824947947;57309314685;57309314684
0x62ae74fb56545bf7befed4c9e644ff973a6af3ab;99226843828804864;100133243764;42824512202;57308731562;57308731561
0xacd54246eda0c5638a247c4717a8782c21497eb6;99226663174622217;100133061460;42824434235;57308627225;57308627224
0x1518fcd87d333b632c28596f2dda8b8fa20c5f75;99226449331039741;100132845663;42824341944;57308503719;57308503718
0x9f30498209c4601e0adf275201a382d569cd97c9;99223838525746822;100130211009;42823215168;57306995841;57306995840
0xe99284ca6742f3d539da5e7407997744059bd620;99223463521680106;100129832579;42823053323;57306779256;57306779256
0x5aafc1f252d544f744d17a4e734afd6efc47ede4;77610757762002636;78319702873;33495400182;44824302691;44824302691
0x25e58696fbc8eb88301ee06a57f77d9f0715ec97;55253777166947428;55758499660;23846531475;31911968185;31911968185
0x53b07d5874d4ec3aaa6cf60daf1bd47bac27b12c;21165724867892808;21359065811;9134744267;12224321544;12224321544
0x5e2cb33af78c69d4a35e7948455e2c2c09d76d2e;10319648094092853;10413914202;4453773582;5960140620;5960140619
0xdfeef4a58683105b55ee3170e6c4c7c2e8c921ed;10121191019660908;10213644296;4368123096;5845521200;5845521200
0x02caaa46b77ae1fd7246cd6bda0e41c67398fecd;9922770368051670;10013411147;4282488329;5730922818;5730922817
0xf5f155dfc740a89ffaa17c4f6459aec7d7206413;9922179970181690;10012815356;4282233524;5730581832;5730581831
0x7b281d3741f881f43a49bbfb12d85f4a1d6ac893;9915387418174508;10005960756;4279301982;5726658774;5726658774
0x338f866332615606f2db818bc68f9b9adb4691c3;1022041612700525;1031377578;441094685;590282893;590282892
0x6e9497fad34b9c554a7926989051b20d681abce2;992276964868195;1001341042;428248801;573092241;573092240
0xa6381e2a61a76e9ad197ba1d626815297779297a;104188742223346;105140467;44965977;60174490;60174489
0x4b47052498d469ac9521606a67d6f02afeb0985a;99227075929586;100133477;42824612;57308865;57308865
0x74449ab85bcb2707feec8fc51ec6b9b355d6ed0c;99224720521267;100131101;42823595;57307506;57307505
0x2c5a43a8bfddbba58a839dba32301c8dfea8841f;1785918548308;1802232;770770;1031462;1031462
0x99cb34e4291e16bc625b14332d45edfb475abb60;99226414456;100132;42824;57308;57308
0x922164bbbd36acf9e854acbbf32facc949fcaeef;1741812;1;0;1;1
0xe9fbe0a03d07e13f9ecddc737e756590bc3db442;6172;0;0;0;0
